"";"X.1";"X";"PostId";"CodeSnippet";"Weekday";"GMTHour";"BodyLength";"TitleLength";"URL";"IsTheSameTopicBTitle";"AvgUpperCharsPPost";"NTag";"SentimentPositiveScore";"SentimentNegativeScore";"Successful";"QuestionText";"CommentsText";"UserId";"UserReputation"
"2355";2457;2457;25333332;TRUE;"Weekday";"Evening";"Long";"Long";TRUE;FALSE;0,035799522673031;TRUE;FALSE;TRUE;FALSE;"This question is a follow-up for A quick refresh. When: the model has a property of type you pass this property to using the overload that only accepts the lambda expression you have an editor template for the type under Views/Shared/EditorTemplates then the MVC engine will automatically invoke the editor template for each item in the enumerable sequence, producing a list of the results. E.g., when there is a model class with property : And there is a view Views/Shared/EditorTemplates/OrderLine.cshtml: Then, when you invoke from the top-level view, you will get a page with text boxes for each order line, not just one. However, as you can see in the linked question, this only works when you use that particular overload of . If you provide a template name (in order to use a template that is not named after the class), then the automatic sequence handling will not happen, and a runtime error will happen instead. At which point you will have to declare your custom template's model as and manually iterate over its items in some way or another to output all of them, e.g. And that is where problems begin. The HTML controls generated in this way all have same ids and names. When you later POST them, the model binder will not be able to construct an array of s, and the model object you get in the HttpPost method in the controller will be . This makes sense if you look at the lambda expression - it does not really link the object being constructed to a place in the model from which it comes. I have tried various ways of iterating over the items, and it would seem the only way is to redeclare the template's model as and enumerate it with : Then in the top-level view: which gives properly named HTML controls that are properly recognized by the model binder on a submit. While this works, it feels very wrong. What is the correct, idiomatic way to use a custom editor template with , while preserving all the logical links that allow the engine to generate HTML suitable for the model binder?";"@AaronLS They do seem to work properly, even when the object is deep - but only when you stay very default in what overloads you use. I often find it not enough, and MVC is at version 5.1 already, so one'd expect these problems to be solved already. @ojf I have seen this post, but it does not help. If you `select(value,i)` with `IEnumerable` as the model, you'd then have to call `EditorFor(m => m.ElementAt(item.i).PropertyName)`, and that creates HTML without indices, just like regular `foreach` would, because `ElementAt` is not recognized by Razor in this way. @Jaider I'm using MVC 5.2 if that makes a difference. Do your rendered HTML controls have array indicies in their names? @StephenMuecke The two different editors are triggered from two methods of the same controller.";11683;"Trusted"
"2411";2516;2516;25333634;TRUE;"Weekday";"Evening";"Long";"Long";TRUE;FALSE;0,0700344431687715;FALSE;FALSE;FALSE;FALSE;"This is a strange problem and I've been pulling my hair out over it for a while now. Basically, I have an array of arrays (2 levels). I am using a to ""pretend"" this array has more levels than it does. My goal is to ""group"" the array by 2 elements. I created my own class that , then I threw it through a to loop over it. Each ""child"" level in the iterator is one of the keys in the array. Let me give an example. Here's the array of emails I have: First I want to group this by the , then by the . If they match, then group by the values. So, I want to see the following: I have got this working with my custom class (and ). DEMO: The problem here is that this is using , which means I need . I wanted to get rid of that, so I tried to use instead, to just print the children. That's where the issue is. When I change that, I get too may iterations over my loop and repeated data. DEMO: This outputs: The heck is going on? Why doesn't only print the ""leaves"", like it's supposed to? Here is the code for my iterator. It's rather long, but it seems to get the job done.";"@halfer: Yeah, probably. I made a `RecursiveIterator` for another part of this project and it works lovely. In that case, a custom sort wouldn't work (I tried). So, I wanted to keep using `RecursiveIterator` because I like them (https://xkcd.com/208/). I guess I could make a better solution, but I'm still kinda curious why `LEAVES_ONLY` is acting weird. @halfer: I'm just trying to ""group"" the array, and (for some reason) the first thing I thought of was recursion. So, I hacked this up. I did realize that only the final level would have entries, not all the levels. But, I fixed that issue, by returning either the emailAddress or emailType in that case, and returning an array as the final child. I guess I am just over-complicating things with this, but it was what I thought of to solve this issue. It ""works"", but I guess it's not perfect or even the best solution. @halfer: ...Yeah, you're probably right. I should just do that. Thanks :-D ...And, maybe I *DO* want to melt some brains ;-)";206403;"Trusted"
"2499";2607;2607;25334159;TRUE;"Weekday";"Evening";"Short";"Medium";FALSE;FALSE;0,0420792079207921;TRUE;FALSE;FALSE;FALSE;"I'm using QuincyKit to analyse crash dumps from my iOS apps. QuincyKit's symbolication script is capable of handling both my code and system code - as long as the debug symbols for the relevant version of iOS are present on the machine. Said symbols reside under . Question - did anyone ever try to move those folders from one machine with Xcode to another? I could use some 7.0.x symbols; chances of getting a device with that version are practically nil by now.";"";219159;"Trusted"
"2627";2744;2744;25334819;TRUE;"Weekday";"Evening";"Short";"Long";FALSE;TRUE;0,0622950819672131;TRUE;FALSE;FALSE;FALSE;"I have a 'connections' table with the following schema: Let's say John Doe (requestor) connects to Jane Doe (requested) and Jonnie Doe (requestor) connects to John Doe (requested). To list all John Doe's connections I would have to But this is not currently possible in Laravel, because, afaik, there's is no method, so how would you do that?";"";1959747;"Trusted"
"2650";2767;2767;25334905;TRUE;"Weekday";"Evening";"Medium";"Short";FALSE;FALSE;0,0339321357285429;TRUE;FALSE;FALSE;TRUE;"I've got a C++ program and I desire to read an archive of some description from the disk. I want to reconstruct it in a roughly tree-like form to mirror the structure on the disk (funky stuff like symlinks/hardlinks not supported). When reading the next header, it's clear that you can check the entry type to see if it is a directory or a file. What's not clear is what happens next if it's a directory. Does automatically perform a full tree traversal in BFS/DFS fashion? Or am I supposed to recursively create new structures and call some function I didn't find yet to traverse directory entries?";"I could do, if I was running C on Linux and only cared about how one build of the library behaves on one platform when reading one particular format and compression combination.";298661;"Trusted"
"2788";2911;2911;25335730;TRUE;"Weekday";"Night";"Short";"Long";FALSE;FALSE;0,0457142857142857;FALSE;FALSE;FALSE;TRUE;"Normally, I can jump to a window in tmux using , where is my window number. Unfortunately, if is number of like , it will just jump to window . How can I jump to Window instead?";"";391161;"Trusted"
"2905";3031;3031;25336338;TRUE;"Weekend";"Night";"Short";"Medium";TRUE;TRUE;0,0433333333333333;TRUE;FALSE;FALSE;TRUE;"I am trying to rewrite the that computes Auto-Correlation into C#: I have two problems with this code: For large arrays (length = 25000), this code takes about 1-2 seconds whereas R's function returns in less than 200 ms. The output does not match R's output exactly. Any suggestions on where I messed up or any optimizations to the code?";"";184046;"Trusted"
"2964";3093;3093;25336682;TRUE;"Weekend";"Night";"Short";"Long";FALSE;TRUE;0,0561224489795918;TRUE;FALSE;FALSE;TRUE;"I can store the class type in an array and create the instance from it. However, when I tried with Iterable Trait method, I get missing parameter type error. What might be wrong?";"";260127;"Trusted"
"3263";3408;3408;25338484;TRUE;"Weekend";"Morning";"Short";"Long";FALSE;TRUE;0,0643015521064302;TRUE;FALSE;FALSE;TRUE;"I am having trouble with generic classes and NSCoding in Swift (XCode beta 5). Specifically, this example code works nicely: However, when I try the same code, and add a generic parameter; when I try to encode the object; I get a 'unrecognized selector sent to instance' error: Here is the error details and stack trace: As I read this, Swift is unable to call the implementation of encodeWithCoder when the class is generic. Is this correct ? How can I work around this in order to use NSCoding on generic classes ?";"";13627;"Trusted"
"3438";3589;3589;25339521;TRUE;"Weekend";"Morning";"Short";"Short";FALSE;FALSE;0,0316455696202532;TRUE;FALSE;FALSE;FALSE;"I have an embeded webpage inside an iframe object in a div. To make the webpage inside the iframe fit the outer div, I applied in the CSS to the iframe, but the width and height shrinks with the page. A margin appears between the embedded webpage and the outer div. How can I make it so that the width and height of the iframe retains but the content becomes scaled?";"";314166;"Trusted"
"3654";3813;3813;25340711;TRUE;"Weekend";"Afternoon";"Short";"Long";TRUE;FALSE;0,0227272727272727;TRUE;FALSE;FALSE;FALSE;"A particular template pattern I recently encountered uses boolean type check to determine the specialization to invoke. The pattern looks quite familiar to except that the Policy parameter are controlled by the data type rather than making it configurable. Can the community help me to identify the pattern?";"@LightnessRacesinOrbit: The reason I do care is because with a name in place, its easier to search, communicate, document and improve (if required).";977038;"Trusted"
"4104";4289;4289;25343109;TRUE;"Weekend";"Evening";"Medium";"Long";FALSE;FALSE;0,054176072234763;TRUE;FALSE;FALSE;FALSE;"I don't seem to make tab works. When the tab locates at the indented block, the tab does not work anymore. In some cases, tab works the other direction; when I hit tab key in front of line, instead of tab in, as the pictures show What's more, the block indent also doesn't work. When I select multiple lines of code, and tab to see nothing happens, unindent of multiple lines works. I guess it's feature of IntelliJ editor, but I'd like to know what setup causes this behavior, and how to unset it. I use Intellij IDEA 13.1.";"";260127;"Trusted"
"4459";4655;4655;25345109;TRUE;"Weekend";"Night";"Short";"Long";FALSE;FALSE;0,028169014084507;TRUE;FALSE;FALSE;TRUE;"The following code works, I think there is no different between and , and , am I right? but the following cython code raise Cannot assign type 'double (*)(double)' to 'double (double)', is it a bug or I miss something?";"";772649;"Trusted"
"4484";4681;4681;25345260;TRUE;"Weekend";"Night";"Short";"Long";FALSE;TRUE;0,0547445255474453;TRUE;FALSE;FALSE;TRUE;"Before, I had this: Very basic, I just filter by currency and sort by a score. But every since I upgraded, I can't get any simple custom score query to work. I've tried to simplify it with this example: And I'm getting errors such as: Something very simple such as this, works:";"";179736;"Trusted"
"4519";4717;4717;25345464;TRUE;"Weekend";"Night";"Short";"Medium";FALSE;TRUE;0,0418994413407821;TRUE;FALSE;FALSE;TRUE;"Sometimes, I have nothing in the index, sometimes, I have some documents. That's just the nature of my application. When the index does contain documents, I sort by ""final_score"" descending. My query looks like this: However, this query breaks when there are 0 documents in the index. I would have to remove the sort to make the query work. How can I make this query work with any amount of documents (0, or more?)";"";179736;"Trusted"
"4797";5004;5004;25346966;TRUE;"Weekend";"Morning";"Short";"Long";FALSE;TRUE;0,105839416058394;TRUE;FALSE;FALSE;TRUE;"I have this powershell code (I didn't write it) : Question How did the author knew that the NIC has those properties : Win32_NetworkAdapter AdapterTypeID PhysicalAdapter Description In other words : How can I inspect all the properties that NIC/Other_Device has ?";"";859154;"Trusted"
"5137";5354;5354;25348761;TRUE;"Weekend";"Morning";"Medium";"Short";FALSE;FALSE;0,0643153526970954;TRUE;TRUE;FALSE;TRUE;"I'm learning JAVA with Eclipse (ADT , Latest version - For Android development). Each lesson we enhance the same project. (I don't like this approach) So - I want to create different project for each lesson so : Each lesson I'm cloning the main folder - and then I import it as an existing project. ( I thought that cloning + renaming the folder - would be fine) But : Eclipse says that the project already exists. (make sense) Question If I have a folder that contains a project ( ) : , And I'm creating folder ( cloned files) — How/What should I do in order for eclipse to accept it as a new project named : ?";"";859154;"Trusted"
"5388";5616;5616;25350083;FALSE;"Weekend";"Afternoon";"Short";"Medium";FALSE;FALSE;0,0555555555555556;TRUE;FALSE;FALSE;FALSE;"What is the best / recommended folder to use as staging area for file uploads in IIS? I know there is App_Data but that is supposed to be for databases or xml files, but I never saw a firm recommendation where to put uploaded files.";"";48684;"Trusted"
"5393";5621;5621;25350115;TRUE;"Weekend";"Afternoon";"Medium";"Short";FALSE;FALSE;0,0618101545253863;TRUE;FALSE;FALSE;TRUE;"I have a quick question. I know that we cannot use clause in an aggregate function in MySQL. The table structure is as follows: The query I have here is: The above query will give me the counts of the location. But, I need only the active users. So, I need a clause that does something like: The above query is invalid. The valid query would be using . But, if I change the query to: The counts are no different from the original query, which is: So, what am I supposed to do for getting the user counts of the location, who are active? Thanks in advance.";"";462627;"Trusted"
"6097";6343;6343;25354074;TRUE;"Weekend";"Evening";"Short";"Medium";FALSE;TRUE;0,0267857142857143;TRUE;FALSE;TRUE;TRUE;"Upgrading from rails to All my rspec's (which passed in ) now fail with , e.g. and a lot of How to fix? spec is:";"No I currently have it at 2.0, do I need to upgrade for rails 4 ?";631619;"Trusted"
"6400";6663;6663;25355570;TRUE;"Weekday";"Night";"Medium";"Medium";TRUE;FALSE;0,0300480769230769;TRUE;TRUE;TRUE;TRUE;"I'm trying to answer , but is pretty ugly. This seems like a fairly common issue, so I wanted to know if there was a more elegant solution. Basically, we've got a GADT which resolves to either or (ignoring ): And (in my version of the problem) we want to be able to evaluate the expression tree from the bottom-up using a simple operation to combine leaves into a new leaf: I had some difficulty using to derive and instances (which maybe should have been a red flag), so I rolled my own instances for , , and instances for , , and . This let me come up with these bottom-up traversals: But since each of these can only do one transformation (combine leaves or leaves, but not either), they can't do the complete simplification, but must be chained together manually: My hackish workaround was to define a instance for : Now I can do the complete simplification: But the amount of and wrapping/unwrapping I had to do to make this work just makes this feel inelegant and wrong to me. Is there a right way to solve this problem with ?";"Stephen Diehl: the non-GADT versions I can think of seem verbose. What are you thinking of? Stephen Diehl: but that allows the illegal expression `Add (B True) (B True)` which the GADT doesn't";9859;"Trusted"
"6965";7248;7248;25358601;FALSE;"Weekday";"Morning";"Short";"Long";TRUE;FALSE;0,0579710144927536;TRUE;FALSE;FALSE;TRUE;"On an Ubuntu machine, I wonder if there is a way to route specific HTTP requests to the same server - let's say, a video provider - over multiple network interface cards (NICs). I've heard about , but this seems to be outside of control of applicative code. Could libcurl be used to perform this task ? I think I can inspect system configuration to detect multiple NICs, but then how to translate an address so that it will be read from a specific interface ?";"";874024;"Trusted"
"7045";7332;7332;25359036;FALSE;"Weekday";"Morning";"Short";"Short";FALSE;TRUE;0,0360169491525424;TRUE;TRUE;FALSE;FALSE;"Is it possible to customize the autocorrection of the keyboard when entering text into a text field? In my app, I have a text field where rather long technical terms have to be entered. If I could provide an additional dictionary with frequent terms, it would incredibly help my users. I've searched the documentation of the current iOS version and had a peek at the new iOS 8 documentation. QuickType seems similar to what I'm looking for. But is it configurable? I hope it's doable without creating a custom keyboard. I don't think that's the way to go.";"";413337;"Trusted"
"7309";7605;7605;25360410;TRUE;"Weekday";"Morning";"Short";"Medium";FALSE;FALSE;0,0857142857142857;TRUE;FALSE;TRUE;TRUE;"Here is the schema: This XML should fail validation against this schema, because attribute is missed: But it doesn't fail. What am I doing wrong?";"";187141;"Trusted"
"7393";7693;7693;25360908;TRUE;"Weekday";"Morning";"Short";"Medium";FALSE;TRUE;0,0648464163822526;TRUE;FALSE;FALSE;TRUE;"All code samples I've found in documentation and bundled examples suggest that in order to use the interface in PHPExcel you have to start file processing from scratch on every iteration: I don't need any fancy processing. I just want to grab data to store it somewhere else. Is there any short-cut I can take?";"";13508;"Trusted"
"7431";7731;7731;25361103;TRUE;"Weekday";"Morning";"Short";"Medium";TRUE;FALSE;0,0476190476190476;TRUE;FALSE;FALSE;FALSE;"I'm trying to follow the Bootstrap ServiceStack code from I can register a new user, but soon I do everything I want (create a new user on my table that extends the table) in the method from my it redirects to I want to go back to the Controller... What is the simple way to accomplish this? In the docs, , this is not very explicit, and I'm using the latest version to date: v4.0.30 and I'm implementing a custom .";"";28004;"Trusted"
"7603";7905;7905;25362074;TRUE;"Weekday";"Morning";"Short";"Long";FALSE;FALSE;0,0364963503649635;FALSE;FALSE;FALSE;TRUE;"If I have the following: Is through guaranteed to be ? Or is only guaranteed to be ?";"";986;"Trusted"
"7715";8020;8020;25362727;TRUE;"Weekday";"Morning";"Short";"Medium";FALSE;FALSE;0,0246305418719212;TRUE;FALSE;FALSE;TRUE;"I am trying to build a specialization for a template class with a compile time constant. The template class looks like this: Usage would be for example: However, there also exist types that don't require conversion and I wanted to provide a short hand version for this: I tried to implement it like this: However, I get the following error: '_vartype' : default template arguments not allowed on a partial specialization Is there any way around that?";"";572644;"Trusted"
"8013";8337;8337;25364630;TRUE;"Weekday";"Afternoon";"Medium";"Short";FALSE;TRUE;0,0297872340425532;TRUE;FALSE;FALSE;FALSE;"I'm implementing phrase and keyword search together (most likely this kind of search has a name, but I don't know it). To exemplify, the search I like turtles should match: In short, a string must contain all keywords to match. Then comes the problem of sorting the search results. Naively, I'm assuming that the closest the matches are to the beginning of the result AND to the original query, the better the result. How can I express this code? My first approach was to assign a score for each keyword in each result based on how close the keyword is to an expected position, based in the original query. In pseudo-code: The lower the score the better the result. The scores for the above examples seem decent enough: Is this a viable approach to sort search results? Leaving any kind of semantic analysis aside, what else could I be considering to improve it?";"@jonrsharpe Wouldn't string distance algorithms penalize longer search results? Or are you thinking of a particular string similarity algorithm from that list? @JerryCoffin Well, from a syntactical point of view, ""I don't like turtles"" is 1 character closer to the original query than ""I really like turtles"". Of course, a search engine should consider semantics, but I prefer to leave that out of the scope of the question.";143378;"Trusted"
"8164";8494;8494;25365513;TRUE;"Weekday";"Afternoon";"Short";"Long";FALSE;TRUE;0,0364963503649635;TRUE;FALSE;FALSE;FALSE;"I'd like to configure my CMake project in a way, so that a single build execution targets multiple platforms (in my case I'd like to build for Linux and Windows, x86_32 and x86_64 targets each). I have the cross compiler toolchains installed and working, and building for each individual target works. So the challenge is setting up CMake in a way, that the toolchain and the variables are set appropriately for each sub-build. How can I do that?";"";524368;"Trusted"
"8203";8535;8535;25365688;TRUE;"Weekday";"Afternoon";"Medium";"Long";FALSE;TRUE;0,0630182421227197;TRUE;TRUE;FALSE;FALSE;"I'm tracking requirements as Product Backlog Items, and linking them to Tasks as either Child or Predecessor relationships. I'd like to create a custom report that joins the two results together, as a way to visualize progress. I'm querying against Tfs_Warehouse to get a list of tasks and product backlog items (and bugs included). I developed the two queries below, which work great for that: However, I was thinking I could join the two results together using FactWorkItemLinkHistory, however they are not matching the way I expected; linking the two results using FactWorkItemLinkHistory is not matching any results. Any idea why, and what I can do to join the results together?";"";231716;"Trusted"
"8405";8747;8747;25366830;FALSE;"Weekday";"Afternoon";"Short";"Medium";TRUE;TRUE;0,0656565656565657;TRUE;FALSE;FALSE;FALSE;"The Java has a column control to let users show/hide columns. Does QTableView have anything similar? I know there's , but that doesn't help when you are using a program with a QTableView.";"";44330;"Trusted"
"8607";8955;8955;25367938;TRUE;"Weekday";"Afternoon";"Short";"Long";TRUE;FALSE;0,0389908256880734;FALSE;FALSE;FALSE;TRUE;"I would like the ability to set a different text alignment for the first and last labels on my x axis. For all the labels in between, I would like the labels to be center aligned. In the example above The first tick (Jun 2) is left aligned The last tick (Jun 7) is right aligned All ticks in between are center aligned From what I can see in the documentation I am limited to a single which applies to all tick labels. Has anyone found a workaround for this? Am I missing something?";"";5651;"Trusted"
"8694";9043;9043;25368420;TRUE;"Weekday";"Afternoon";"Long";"Medium";FALSE;FALSE;0,0267314702308627;TRUE;TRUE;FALSE;TRUE;"I've got two multi select list boxes, the first one allows someone to select a team. The second one shows the members related to the team. When the first list box (the team) is selected I make an ajax call to fill the members of that team. I'm also using the chosen library. This is all working fine however, I needed a way to remove the from the listbox selected value so that users don't think they can remove a member from the team. The above code works when I throw that in a console window, but if I have it in my if condition it doesnt seem to work: Basically the change event grabs the most recently selected text and value. If the length of what is selected > 0 I load the members of my team with : But I cannot understand why in a console window I can do this: And it removes the from the chosen selected value so that a user cannot remove an item, but within the if condition this doesnt have any effect. I even tried disabling like so: This only works in a console as well, is it some timing issue or something else?";"";168703;"Trusted"
"9216";9581;9581;25371405;TRUE;"Weekday";"Evening";"Short";"Medium";FALSE;FALSE;0,0546218487394958;TRUE;FALSE;FALSE;TRUE;"I have a record like below (the first parameter is an in a postgresql DB). When I insert the record with: My test passes (the id gets uploaded from the DB after the insertion). But if I use a the id remains null: Is that by design or am I missing something obvious?";"";829571;"Trusted"
"9288";9656;9656;25371807;TRUE;"Weekday";"Evening";"Long";"Medium";TRUE;TRUE;0,054176072234763;TRUE;FALSE;FALSE;FALSE;"Being a very basic user of ServiceStack, I tried to give it a go, but several things I can't seem to understand correctly... I'm using this code in order to use NHibernate as the data layer in the ServiceStack Authentication: I have modified a bit the to create a new user in my own table (as I do need more data for the user and the metadata option is not enough), I have extended to this code at line 201: is sent back and I do need to get the userId () so I can create a new user in my table with the same userID that UserAuth will have (in order to proper save/edit in the CustomUserSession.cs and populate my user with the logged in information, as shown in several examples). How do I get the correct userId? I really thought that I could attach the UserAuth object to my custom User like () but I always end up having in the database User.Id == 0 and getting after the call, is always as well. How do you guys attach the new generated UserId of the UserAuth to your own table? or you simply use the email address for that? original question is available .";"Yes I am, I have this: http://screencast.com/t/3PjkL2S45NG (changed to `GeneratedBy.GuidNative()` because I could not match the ID's... it was `GeneratedBy.Assigned()` as I was [assigning it here](https://gist.github.com/balexandre/f1217ae8e2a2b1045d47#file-customuserauthrepository-cs-L232) - `UserMap` is the mapping of my custom and needed data (instead of using the meta of `UserAuth` table)";28004;"Trusted"
"9504";9882;9882;25372915;TRUE;"Weekday";"Evening";"Medium";"Long";FALSE;FALSE;0,0140845070422535;TRUE;FALSE;FALSE;FALSE;"Vim has and options that make vim display ""virtual characters"" (by which I mean characters that aren't actually in the buffer) in certain situations. For example, you can make trailing spaces look like something else, or add a visible character to represent the newline character. I'd like to be able to enable the display of certain characters either before or after certain regular patterns ((perhaps syntax items). Sort of like syntax highlighting, but instead of just changing the color/styling of characters that are in the buffer, I'd like to display extra characters that aren't in the buffer. For example, I'd like to display a virtual (colon) after all occurrences of the word """" that appear at the end of a line. Is this possible, and if so, what is the necessary vimscript to do it?";"@FDinoff Thanks. If I don't get any answers to this question then that is probably the first avenue I will explore.";90848;"Trusted"
