url;owner;commiter;decision;submission date;decision date;
https://github.com/apache/groovy/pull/96;tkruse;paulk-asert;merged;21 Aug 2015;28 Jul 2016;
https://github.com/apache/groovy/pull/96;tkruse;PascalSchumacher;merged;21 Aug 2015;28 Jul 2016;
https://github.com/apache/groovy/pull/96;tkruse;blackdrag;merged;21 Aug 2015;28 Jul 2016;
https://github.com/apache/groovy/pull/97;shils;PascalSchumacher;merged;22 Aug 2015;31 Aug 2015;
https://github.com/apache/groovy/pull/98;keeganwitt;PascalSchumacher;closed;25 Aug 2015;1 Sep 2015;
https://github.com/apache/groovy/pull/99;tkruse;;closed;25 Aug 2015;26 Aug 2015;
https://github.com/apache/groovy/pull/100;tkruse;PascalSchumacher;merged;26 Aug 2015;1 Sep 2015;
https://github.com/apache/groovy/pull/101;tkruse;PascalSchumacher;merged;26 Aug 2015;1 Sep 2015;
https://github.com/apache/groovy/pull/102;mwhipple;paulk-asert;merged;26 Aug 2015;27 Aug 2015;
https://github.com/apache/groovy/pull/103;alien11689;PascalSchumacher;merged;26 Aug 2015;13 Sep 2015;
https://github.com/apache/groovy/pull/103;alien11689;tkruse;merged;26 Aug 2015;13 Sep 2015;
https://github.com/apache/groovy/pull/104;tkruse;PascalSchumacher;merged;28 Aug 2015;9 May 2016;
https://github.com/apache/groovy/pull/104;tkruse;Dispader;merged;28 Aug 2015;9 May 2016;
https://github.com/apache/groovy/pull/105;eginez;PascalSchumacher;merged;30 Aug 2015;8 Sep 2015;
https://github.com/apache/groovy/pull/105;eginez;graemerocher;merged;30 Aug 2015;8 Sep 2015;
https://github.com/apache/groovy/pull/106;stavytskyi;PascalSchumacher;merged;31 Aug 2015;31 Aug 2015;
https://github.com/apache/groovy/pull/107;tkruse;PascalSchumacher;merged;1 Sep 2015;1 Sep 2015;
https://github.com/apache/groovy/pull/108;keeganwitt;keeganwitt;merged;1 Sep 2015;1 Sep 2015;
https://github.com/apache/groovy/pull/109;tkruse;paplorinc;closed;1 Sep 2015;14 Oct 2015;
https://github.com/apache/groovy/pull/110;tkruse;paulk-asert;merged;2 Sep 2015;8 Sep 2015;
https://github.com/apache/groovy/pull/111;tkruse;blackdrag;closed;2 Sep 2015;2 Sep 2015;
https://github.com/apache/groovy/pull/112;tkruse;paulk-asert;merged;2 Sep 2015;29 Jul 2016;
https://github.com/apache/groovy/pull/113;anshbansal;PascalSchumacher;merged;5 Sep 2015;6 Sep 2015;
https://github.com/apache/groovy/pull/114;anshbansal;PascalSchumacher;merged;5 Sep 2015;6 Sep 2015;
https://github.com/apache/groovy/pull/115;anshbansal;PascalSchumacher;merged;5 Sep 2015;6 Sep 2015;
https://github.com/apache/groovy/pull/116;tkruse;PascalSchumacher;merged;8 Sep 2015;8 Sep 2015;
https://github.com/apache/groovy/pull/117;msgilligan;PascalSchumacher;merged;12 Sep 2015;13 Sep 2015;
https://github.com/apache/groovy/pull/118;keeganwitt;PascalSchumacher;merged;17 Sep 2015;15 Jan 2016;
https://github.com/apache/groovy/pull/118;keeganwitt; pickypg;merged;17 Sep 2015;15 Jan 2016;
https://github.com/apache/groovy/pull/119;pickypg;PascalSchumacher;merged;17 Sep 2015;28 Dec 2015;
https://github.com/apache/groovy/pull/120;paplorinc;PascalSchumacher;closed;17 Sep 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/120;paplorinc;blackdrag;closed;17 Sep 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/120;paplorinc;paulk-asert;closed;17 Sep 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/120;paplorinc;tkruse;closed;17 Sep 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/121;ebourg;paulk-asert;merged;28 Sep 2015;30 Sep 2015;
https://github.com/apache/groovy/pull/121;ebourg;graemerocher;merged;28 Sep 2015;30 Sep 2015;
https://github.com/apache/groovy/pull/122;bsideup;melix;merged;28 Sep 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/123;shils;shils;merged;29 Sep 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/124;benignbala;blackdrag;closed;29 Sep 2015;1 Jul 2016;
https://github.com/apache/groovy/pull/124;benignbala;jwagenleitner;closed;29 Sep 2015;1 Jul 2016;
https://github.com/apache/groovy/pull/124;benignbala;PascalSchumacher;closed;29 Sep 2015;1 Jul 2016;
https://github.com/apache/groovy/pull/125;blackdrag;PascalSchumacher;closed;1 Oct 2015;15 Jan 2016;
https://github.com/apache/groovy/pull/126;shils;shils;merged;4 Oct 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/127;Dispader;PascalSchumacher;merged;5 Oct 2015;5 Oct 2015;
https://github.com/apache/groovy/pull/128;PascalSchumacher;paulk-asert;merged;6 Oct 2015;15 Oct 2015;
https://github.com/apache/groovy/pull/129;PascalSchumacher;PascalSchumacher;merged;6 Oct 2015;01 nov 2015;
https://github.com/apache/groovy/pull/130;PascalSchumacher;PascalSchumacher;merged;6 Oct 2015;01 nov 2015;
https://github.com/apache/groovy/pull/131;PascalSchumacher;PascalSchumacher;merged;6 Oct 2015;22 nov 2015;
https://github.com/apache/groovy/pull/132;PascalSchumacher;keeganwitt;merged;7 Oct 2015;05 nov 2015;
https://github.com/apache/groovy/pull/133;shils;shils;merged;6 Oct 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/134;shils;shils;merged;7 Oct 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/135;shils;melix;merged;7 Oct 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/135;shils;PascalSchumacher;merged;7 Oct 2015;7 Oct 2015;
https://github.com/apache/groovy/pull/136;gillius;PascalSchumacher;merged;9 Oct 2015;9 Oct 2015;
https://github.com/apache/groovy/pull/137;candrews;melix;merged;9 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/137;candrews;PascalSchumacher;merged;9 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/137;candrews;ianpartridge;merged;9 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/138;gillius;PascalSchumacher;merged;10 Oct 2015;10 Oct 2015;
https://github.com/apache/groovy/pull/139;shils;tkruse;merged;13 Oct 2015;26 Jan 2016;
https://github.com/apache/groovy/pull/140;jwilk;paulk-asert;merged;14 Oct 2015;15 Oct 2015;
https://github.com/apache/groovy/pull/141;tkruse;paulk-asert;merged;14 Oct 2015;15 Oct 2015;
https://github.com/apache/groovy/pull/142;tkruse;paulk-asert;merged;14 Oct 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/143;tkruse;paulk-asert;merged;14 Oct 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/143;tkruse;PascalSchumacher;merged;14 Oct 2015;28 Jun 2016;
https://github.com/apache/groovy/pull/144;paplorinc;PascalSchumacher;merged;18 Oct 2015;18 Oct 2015;
https://github.com/apache/groovy/pull/145;jwagenleitner;PascalSchumacher;merged;18 Oct 2015;18 Oct 2015;
https://github.com/apache/groovy/pull/146;mkordas;PascalSchumacher;merged;18 Oct 2015;18 Oct 2015;
https://github.com/apache/groovy/pull/147;mkordas;PascalSchumacher;merged;18 Oct 2015;18 Oct 2015;
https://github.com/apache/groovy/pull/148;shils;PascalSchumacher;merged;19 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/148;shils;blackdrag;merged;19 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/148;shils;graemerocher;merged;19 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/149;tkruse;PascalSchumacher;merged;19 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/150;tkruse;paulk-asert;merged;19 Oct 2015;19 Oct 2015;
https://github.com/apache/groovy/pull/151;tkruse;paulk-asert;merged;19 Oct 2015;25 Jul 2016;
https://github.com/apache/groovy/pull/151;tkruse;PascalSchumacher;merged;19 Oct 2015;25 Jul 2016;
https://github.com/apache/groovy/pull/151;tkruse;msgilligan;merged;19 Oct 2015;25 Jul 2016;
https://github.com/apache/groovy/pull/152;Controlix;PascalSchumacher;merged;21 Oct 2015;11 mar 2016;
https://github.com/apache/groovy/pull/152;Controlix;keeganwitt;merged;21 Oct 2015;11 mar 2016;
https://github.com/apache/groovy/pull/152;Controlix;paulk-asert;merged;21 Oct 2015;11 mar 2016;
https://github.com/apache/groovy/pull/155;rohitbishnoi;paulk-asert;merged;22 Oct 2015;22 Oct 2015;
https://github.com/apache/groovy/pull/157;shils;paulk-asert;merged;23 Oct 2015;24 Oct 2015;
https://github.com/apache/groovy/pull/158;fpavageau;PascalSchumacher;merged;23 Oct 2015;03 nov 2015;
https://github.com/apache/groovy/pull/158;fpavageau;blackdrag;merged;23 Oct 2015;03 nov 2015;
https://github.com/apache/groovy/pull/160;jwagenleitner;PascalSchumacher;merged;25 Oct 2015;25 Oct 2015;
https://github.com/apache/groovy/pull/161;jwagenleitner;jwagenleitner;merged;26 Oct 2015;26 Oct 2015;
https://github.com/apache/groovy/pull/162;rahulsom ;paulk-asert;merged;26 Oct 2015;29 Oct 2015;
https://github.com/apache/groovy/pull/163;jwagenleitner;PascalSchumacher;merged;28 Oct 2015;28 Oct 2015;
https://github.com/apache/groovy/pull/164;pluradj;PascalSchumacher;merged;28 Oct 2015;28 Oct 2015;
https://github.com/apache/groovy/pull/165;mkordas;PascalSchumacher;merged;28 Oct 2015;28 Oct 2015;
https://github.com/apache/groovy/pull/166;paulk-asert;paulk-asert;merged;29 Oct 2015;29 Oct 2015;
https://github.com/apache/groovy/pull/167;shils;shils;merged;29 Oct 2015;29 Oct 2015;
https://github.com/apache/groovy/pull/167;shils;aaronzirbes;merged;29 Oct 2015;29 Oct 2015;
https://github.com/apache/groovy/pull/168;paulk-asert;paulk-asert;merged;30 Oct 2015;31 Oct 2015;
https://github.com/apache/groovy/pull/169;ksuderman;PascalSchumacher;merged;31 Oct 2015;31 Oct 2015;
https://github.com/apache/groovy/pull/170;mkordas;PascalSchumacher;merged;31 Oct 2015;31 Oct 2015;
https://github.com/apache/groovy/pull/171;jwagenleitner;PascalSchumacher;merged;31 Oct 2015;01 nov 2015;
https://github.com/apache/groovy/pull/172;tkruse;PascalSchumacher;merged;01 nov 2015;01 nov 2015;
https://github.com/apache/groovy/pull/173;tkruse;PascalSchumacher;merged;01 nov 2015;01 nov 2015;
https://github.com/apache/groovy/pull/174;christoph-frick;paulk-asert;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;blackdrag;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;shils;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;jwagenleitner;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;graemerocher;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;paplorinc;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;solvingJ;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/174;christoph-frick;dovchinnikov;merged;01 nov 2015;15 nov 2016;
https://github.com/apache/groovy/pull/175;jwagenleitner;PascalSchumacher;merged;02 nov 2015;02 nov 2015;
https://github.com/apache/groovy/pull/176;keeganwitt;PascalSchumacher;merged;03 nov 2015;8 Dec 2015;
https://github.com/apache/groovy/pull/177;graemerocher;PascalSchumacher;merged;03 nov 2015;03 nov 2015;
https://github.com/apache/groovy/pull/178;monsieurp;PascalSchumacher;merged;04 nov 2015;04 nov 2015;
https://github.com/apache/groovy/pull/179;shils;blackdrag;closed;04 nov 2015;15 nov 2015;
https://github.com/apache/groovy/pull/180;keeganwitt;PascalSchumacher;merged;05 nov 2015;07 nov 2015;
https://github.com/apache/groovy/pull/181;jwagenleitner;PascalSchumacher;merged;07 nov 2015;07 nov 2015;
https://github.com/apache/groovy/pull/182;DarthPumpkin;PascalSchumacher;merged;08 nov 2015;08 nov 2015;
https://github.com/apache/groovy/pull/183;jwagenleitner;PascalSchumacher;merged;09 nov 2015;09 nov 2015;
https://github.com/apache/groovy/pull/184;jwagenleitner;PascalSchumacher;merged;09 nov 2015;10 nov 2015;
https://github.com/apache/groovy/pull/185;sbglasius;PascalSchumacher;merged;10 nov 2015;10 nov 2015;
https://github.com/apache/groovy/pull/185;sbglasius;blackdrag;merged;10 nov 2015;10 nov 2015;
https://github.com/apache/groovy/pull/186;jwagenleitner;keeganwitt;merged;11 nov 2015;12 nov 2015;
https://github.com/apache/groovy/pull/187;paulk-asert;paulk-asert;merged;12 nov 2015;14 nov 2015;
https://github.com/apache/groovy/pull/188;jwagenleitner;PascalSchumacher;merged;14 nov 2015;15 nov 2015;
https://github.com/apache/groovy/pull/189;jwagenleitner;PascalSchumacher;merged;15 nov 2015;21 Dec 2015;
https://github.com/apache/groovy/pull/190;chiquitinxx;PascalSchumacher;merged;16 nov 2015;17 nov 2015;
https://github.com/apache/groovy/pull/190;chiquitinxx;shils;merged;16 nov 2015;17 nov 2015;
https://github.com/apache/groovy/pull/191;wusung;;closed;16 nov 2015;16 nov 2015;
https://github.com/apache/groovy/pull/192;paulk-asert;keeganwitt;merged;19 nov 2015;20 nov 2015;
https://github.com/apache/groovy/pull/193;anshbansal;PascalSchumacher;merged;22 nov 2015;22 nov 2015;
https://github.com/apache/groovy/pull/194;shils;paulk-asert;merged;24 nov 2015;25 nov 2015;
https://github.com/apache/groovy/pull/195;FaustXVI;PascalSchumacher;merged;25 nov 2015;25 nov 2015;
https://github.com/apache/groovy/pull/196;fpavageau;fpavageau;closed;25 nov 2015;25 nov 2015;
https://github.com/apache/groovy/pull/197;fpavageau;PascalSchumacher;merged;26 nov 2015;28 nov 2015;
https://github.com/apache/groovy/pull/198;fpavageau;PascalSchumacher;merged;26 nov 2015;28 nov 2015;
https://github.com/apache/groovy/pull/199;shils;shils;merged;28 nov 2015;30 nov 2015;
https://github.com/apache/groovy/pull/200;shils;shils;merged;30 nov 2015;5 Dec 2015;
https://github.com/apache/groovy/pull/201;shils;shils;merged;2 Dec 2015;17 Dec 2015;
